name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
Nobody's Fool,Comedy,PG-13,USA,Island Pictures,0,11/7/86,1986,107,0,0,5.5,652,Rosanna Arquette,Evelyn Purcell,0,563358,inf
The Whoopee Boys,Comedy,R,USA,Paramount Pictures,1,8/22/86,1986,88,0,0,6.2,639,Michael O'Keefe,John Byrum,0,444746,inf
That's Life!,Comedy,PG-13,USA,Blake Edwards,0,10/10/86,1986,102,0,0,6.1,1032,Jack Lemmon,Blake Edwards,0,4079895,inf
Body Slam,Comedy,PG,USA,Hemdale,0,5/21/87,1986,89,0,0,5.3,795,Dirk Benedict,Hal Needham,0,14926,inf
Defense of the Realm,Thriller,PG,UK,"Rank Organisation, The",0,11/21/86,1986,96,0,0,6.6,1625,Gabriel Byrne,David Drury,0,750000,inf
Man Facing Southeast,Drama,R,Argentina,Cinequanon,0,3/13/87,1986,105,0,0,7.8,2991,Lorenzo Quinteros,Eliseo Subiela,0,725000,inf
The Decline of the American Empire,Comedy,R,Canada,Corporation Image M & M,0,11/14/86,1986,101,0,0,7.3,6622,Dominique Michel,Denys Arcand,0,1902706,inf
Violets Are Blue...,Drama,PG-13,USA,Rastar Films,0,4/25/86,1986,88,0,0,5.7,553,Sissy Spacek,Jack Fisk,0,4743287,inf
The Whistle Blower,Thriller,PG,UK,Portreeve,0,7/10/87,1986,100,0,0,6.2,1672,Michael Caine,Simon Langton,0,1500000,inf
Native Son,Drama,PG,USA,American Playhouse,0,12/12/86,1986,111,0,0,5.9,448,Victor Love,Jerrold Freedman,2000000,1301121,0.6505605
Desert Bloom,Drama,PG,USA,Carson Productions,0,4/18/86,1986,105,0,0,6.6,821,Jon Voight,Eugene Corr,0,416393,inf
Working Girls,Drama,UNRATED,USA,Alternate Current,0,3/20/87,1986,93,0,0,6.5,604,Louise Smith,Lizzie Borden,0,1777378,inf
Ménage,Comedy,Not specified,France,Ciné Valse,0,10/1/86,1986,84,0,0,7,2022,Gérard Depardieu,Bertrand Blier,0,925952,inf
Oviri,Biography,R,Denmark,Caméras Continentales,0,9/5/86,1986,100,0,0,6.2,275,Donald Sutherland,Henning Carlsen,0,583800,inf
In the Shadow of Kilimanjaro,Action,R,UK,Film Corporation of Kenya,0,5/9/86,1986,100,0,0,5.1,310,John Rhys-Davies,Raju Patel,0,181410,inf
Kangaroo,Drama,R,Australia,Cineplex-Odeon Films,0,3/13/87,1986,108,0,0,6.7,156,Colin Friels,Tim Burstall,0,432266,inf
Dangerously Close,Action,R,USA,Cannon Group,0,5/9/86,1986,95,0,0,6.6,935,John Stockwell,Albert Pyun,0,2390525,inf
Nutcracker,Family,G,USA,Hyperion Pictures,0,11/26/86,1986,100,0,0,7.2,578,Hugh Bigney,Carroll Ballard,0,781727,inf
Ginger and Fred,Comedy,PG-13,Italy,Produzioni Europee Associate (PEA),0,3/28/86,1986,125,1,0,7.3,3859,Marcello Mastroianni,Federico Fellini,0,837623,inf
Dream Lover,Crime,R,USA,Metro-Goldwyn-Mayer (MGM),0,4/2/86,1986,104,0,0,5.1,405,Kristy McNichol,Alan J. Pakula,0,502237,inf
Just Between Friends,Drama,PG-13,USA,MTM Enterprises,0,3/21/86,1986,110,0,0,5.9,629,Mary Tyler Moore,Allan Burns,0,6408791,inf
Thunder Run,Action,PG-13,USA,Lynn-Davis Productions,0,5/30/86,1986,90,0,0,5.1,218,Forrest Tucker,Gary Hudson,0,145975,inf
The Longshot,Comedy,PG-13,USA,Longshot,0,1/17/86,1986,89,0,0,5.4,457,Tim Conway,Paul Bartel,0,1096843,inf
Off Beat,Comedy,PG,USA,Silver Screen Partners II,0,4/11/86,1986,92,0,0,5,748,Judge Reinhold,Michael Dinner,0,4842778,inf
Streets of Gold,Drama,R,USA,Roundhouse,0,11/14/86,1986,95,0,0,6,505,Klaus Maria Brandauer,Joe Roth,0,2520664,inf
Weekend Warriors,Action,R,USA,Convy-Fimberg Productions,0,1986-10,1986,100,0,0,4.4,237,Chris Lemmon,Bert Convy,0,351623,inf
Sky Bandits,Action,PG,UK,J&M; Entertainment,0,10/31/86,1986,100,0,0,4.6,183,Scott McGinnis,Zoran Perisic,18000000,2295500,0.127527778
Armed Response,Action,R,USA,Cinetel Films,0,10/3/86,1986,86,0,0,4.9,489,David Carradine,Fred Olen Ray,1500000,1368912,0.912608
Otello,Drama,PG,Netherlands,Cannon City Produktie Maatschappij B.V.,0,9/12/86,1986,100,0,0,7.2,424,Plácido Domingo,Franco Zeffirelli,0,189042,inf
On the Edge,Drama,PG-13,USA,Alliance Communications Corporation,0,5/2/86,1986,95,0,0,7.1,171,Bruce Dern,Rob Nilsson,0,440438,inf
Low Blow,Action,R,USA,Action Communications,0,1986-04,1986,100,0,0,3.5,256,Leo Fong,Frank Harris,0,63860,inf
Belizaire the Cajun,Drama,PG,USA,Cote Blanche Productions,0,6/13/86,1986,103,0,0,6.4,391,Armand Assante,Glen Pitre,0,1444618,inf
A Man and a Woman: 20 Years Later,Drama,PG,France,Les Films 13,0,8/15/86,1986,112,0,0,5.8,496,Anouk Aimée,Claude Lelouch,0,227510,inf
Quiet Cool,Action,R,USA,New Line Cinema,0,11/7/86,1986,100,0,0,5.7,542,James Remar,Clay Borris,0,1900000,inf
Behind Enemy Lines,Action,R,USA,Not specified,0,4/4/86,1986,90,0,0,4.9,368,David Carradine,Gideon Amir,0,2497233,inf
Wired to Kill,Action,R,USA,Not specified,0,11/14/86,1986,86,0,0,4.2,163,Emily Longstreth,Francis Schaeffer,0,193153,inf
The Fringe Dwellers,Drama,PG,Australia,Fringe Dwellers Productions,0,1986-10,1986,98,0,0,6.7,305,Kristina Nehm,Bruce Beresford,0,149440,inf
Scene of the Crime,Crime,Not specified,France,T. Films,0,1987-05,1986,90,0,0,6.9,565,Nicolas Giraudi,André Téchiné,0,164187,inf
GoBots: Battle of the Rock Lords,Animation,G,USA,Hanna-Barbera Productions,0,3/21/86,1986,75,0,0,5.8,397,Margot Kidder,Don Lusk,0,1338264,inf
The Gospel According to Vic,Comedy,PG,UK,Channel Four Films,0,3/13/87,1986,92,0,0,6.1,227,Tom Conti,Charles Gormley,0,267249,inf
Knights of the City,Action,R,USA,Grace,0,2/14/86,1986,87,0,0,4.8,103,Leon Isaac Kennedy,Dominic Orlando,0,601451,inf
Saving Grace,Comedy,PG,USA,Embassy Pictures,0,11/13/86,1986,112,0,0,7,467,Tom Conti,Robert M. Young,0,18209,inf
Jackals,Action,R,USA,Hunter/MFG Production,0,9/19/86,1986,97,0,0,5.3,139,Jack Lucarelli,Gary Grillo,0,492367,inf
Detective School Dropouts,Comedy,PG,USA,Cannon Films,0,8/8/86,1986,92,0,0,5.8,220,David Landsberg,Filippo Ottoni,0,22123,inf
Where the River Runs Black,Adventure,PG,USA,CBS Entertainment Production,0,9/19/86,1986,100,0,0,6.6,351,Charles Durning,Christopher Cain,0,676166,inf
Heathcliff: The Movie,Family,G,Canada,DIC Entertainment,0,1/17/86,1986,73,0,1,5.3,187,Mel Blanc,Bruno Bianchi,0,2193642,inf
One More Saturday Night,Comedy,R,USA,AAR Films,0,8/22/86,1986,95,0,0,5.7,211,Tom Davis,Dennis Klein,0,32279,inf
The Princess Bride,Adventure,PG,USA,Act III Communications,0,10/9/87,1987,98,0,0,8.1,320953,Cary Elwes,Rob Reiner,16000000,30857814,1.928613375
Hellraiser,Horror,R,UK,Cinemarque Entertainment BV,0,9/18/87,1987,94,0,0,7,83209,Andrew Robinson,Clive Barker,1000000,14564027,14.564027
Full Metal Jacket,Drama,R,UK,Natant,0,7/10/87,1987,116,0,0,8.3,537826,Matthew Modine,Stanley Kubrick,30000000,46357676,1.545255867
Dirty Dancing,Drama,PG-13,USA,Great American Films Limited Partnership,0,8/21/87,1987,100,0,0,6.9,155978,Patrick Swayze,Emile Ardolino,6000000,63952836,10.658806
The Lost Boys,Comedy,R,USA,Warner Bros.,1,7/31/87,1987,97,0,0,7.3,100376,Jason Patric,Joel Schumacher,0,32222567,inf
Predator,Action,R,USA,Amercent Films,0,6/12/87,1987,107,0,0,7.8,313213,Arnold Schwarzenegger,John McTiernan,15000000,59735548,3.982369867
The Running Man,Action,R,USA,Braveworld Productions,0,11/13/87,1987,101,0,0,6.6,120345,Arnold Schwarzenegger,Paul Michael Glaser,27000000,38122105,1.411929815
Spaceballs,Adventure,PG,USA,Brooksfilms,0,6/24/87,1987,96,0,0,7.1,146748,Mel Brooks,Mel Brooks,22700000,38119483,1.679272379
RoboCop,Action,R,USA,Orion Pictures,0,7/17/87,1987,102,0,0,7.5,196245,Peter Weller,Paul Verhoeven,13000000,53424681,4.109590846
Lethal Weapon,Action,R,USA,Warner Bros.,1,3/6/87,1987,110,0,0,7.6,204328,Mel Gibson,Richard Donner,15000000,65207127,4.3471418
The Untouchables,Crime,R,USA,Paramount Pictures,1,6/3/87,1987,119,0,0,7.9,234254,Kevin Costner,Brian De Palma,25000000,76270454,3.05081816
Evil Dead II,Comedy,R,USA,De Laurentiis Entertainment Group (DEG),0,3/13/87,1987,84,0,0,7.8,123325,Bruce Campbell,Sam Raimi,3600000,5923044,1.64529
Masters of the Universe,Action,PG,USA,Golan-Globus Productions,0,8/7/87,1987,106,0,0,5.4,30370,Dolph Lundgren,Gary Goddard,22000000,17336370,0.788016818
The Monster Squad,Action,PG-13,USA,Home Box Office (HBO),0,8/14/87,1987,82,0,0,7.2,21420,Andre Gower,Fred Dekker,12000000,3769990,0.314165833
Fatal Attraction,Drama,R,USA,Paramount Pictures,1,9/18/87,1987,119,0,0,6.9,60383,Michael Douglas,Adrian Lyne,14000000,156645693,11.18897807
The Living Daylights,Action,PG,UK,Eon Productions,0,7/31/87,1987,130,1,0,6.7,74272,Timothy Dalton,John Glen,30000000,51185897,1.706196567
Wall Street,Crime,R,USA,Twentieth Century Fox Film Corporation,1,12/11/87,1987,126,1,0,7.4,126195,Charlie Sheen,Oliver Stone,15000000,43848100,2.923206667
Empire of the Sun,Drama,PG,USA,Amblin Entertainment,0,12/25/87,1987,153,1,0,7.8,96566,Christian Bale,Steven Spielberg,35000000,22238696,0.635391314
Can't Buy Me Love,Comedy,PG-13,USA,Apollo Pictures,0,8/14/87,1987,94,0,0,6.7,26348,Patrick Dempsey,Steve Rash,0,31623833,inf
The Witches of Eastwick,Comedy,R,USA,Warner Bros.,1,6/12/87,1987,118,0,0,6.5,51642,Jack Nicholson,George Miller,22000000,63766510,2.898477727
Summer School,Comedy,PG-13,USA,Paramount Pictures,1,7/22/87,1987,97,0,0,6.5,14038,Mark Harmon,Carl Reiner,0,35658098,inf
A Nightmare on Elm Street 3: Dream Warriors,Action,R,USA,New Line Cinema,0,2/27/87,1987,96,0,0,6.6,55414,Heather Langenkamp,Chuck Russell,4500000,44793222,9.954049333
Adventures in Babysitting,Action,PG-13,USA,Touchstone Pictures,0,7/3/87,1987,102,0,0,6.9,30850,Elisabeth Shue,Chris Columbus,0,34368475,inf
Hamburger Hill,Action,R,USA,RKO Pictures,0,8/28/87,1987,110,0,0,6.7,20159,Anthony Barrile,John Irvin,0,13839404,inf
Jaws: The Revenge,Adventure,PG-13,USA,Universal Pictures,1,7/17/87,1987,89,0,0,2.9,33419,Lorraine Gary,Joseph Sargent,23000000,20763013,0.902739696
Over the Top,Action,PG,USA,Cannon Group,0,2/13/87,1987,93,0,0,5.7,40916,Sylvester Stallone,Menahem Golan,25000000,16057580,0.6423032
"Planes, Trains & Automobiles",Comedy,R,USA,Paramount Pictures,1,11/25/87,1987,93,0,0,7.6,98897,Steve Martin,John Hughes,30000000,49530280,1.651009333
Raising Arizona,Comedy,PG-13,USA,Circle Films,0,4/17/87,1987,94,0,0,7.4,107669,Nicolas Cage,Joel Coen,6000000,22847564,3.807927333
Angel Heart,Horror,R,UK,Carolco International N.V.,0,3/6/87,1987,113,0,0,7.3,67453,Mickey Rourke,Alan Parker,17000000,17185632,1.010919529
Some Kind of Wonderful,Drama,PG-13,USA,Hughes Entertainment,0,2/27/87,1987,95,0,0,7.1,21931,Eric Stoltz,Howard Deutch,0,18553948,inf
Mannequin,Comedy,PG,USA,Gladden Entertainment,0,2/13/87,1987,90,0,0,5.8,24626,Andrew McCarthy,Michael Gottlieb,6000000,42721196,7.120199333
Overboard,Comedy,PG,USA,Hawn / Sylbert Movie Company,0,12/16/87,1987,106,0,0,6.8,40429,Goldie Hawn,Garry Marshall,0,26713187,inf
Innerspace,Action,PG,USA,Warner Bros.,1,7/1/87,1987,120,0,0,6.8,45172,Dennis Quaid,Joe Dante,27000000,25893810,0.95903
Moonstruck,Comedy,PG,USA,Metro-Goldwyn-Mayer (MGM),0,1/15/88,1987,102,0,0,7.1,38600,Cher,Norman Jewison,15000000,80640528,5.3760352
Beverly Hills Cop II,Action,R,USA,Paramount Pictures,1,5/20/87,1987,100,0,0,6.5,90969,Eddie Murphy,Tony Scott,28000000,153665000,5.488035714
Harry and the Hendersons,Comedy,PG,USA,Amblin Entertainment,0,6/5/87,1987,110,0,0,5.9,26157,John Lithgow,William Dear,0,29760613,inf
The Last Emperor,Biography,PG-13,UK,Recorded Picture Company (RPC),0,4/15/88,1987,163,1,0,7.8,76408,John Lone,Bernardo Bertolucci,23000000,43984230,1.912357826
"Good Morning, Vietnam",Biography,R,USA,Touchstone Pictures,0,1/15/88,1987,121,1,0,7.3,106924,Robin Williams,Barry Levinson,13000000,123922370,9.53249
Maurice,Drama,R,UK,Merchant Ivory Productions,0,9/18/87,1987,140,1,0,7.7,11837,James Wilby,James Ivory,2600000,3130592,1.204073846
3 Men and a Baby,Comedy,PG,USA,Interscope Communications,0,11/25/87,1987,102,0,0,5.9,39544,Tom Selleck,Leonard Nimoy,11000000,167780960,15.25281455
Prince of Darkness,Horror,R,USA,Alive Films,0,10/23/87,1987,102,0,0,6.7,28064,Donald Pleasence,John Carpenter,3000000,14182492,4.727497333
La Bamba,Biography,PG-13,USA,Columbia Pictures Corporation,1,7/24/87,1987,108,0,0,6.8,22839,Lou Diamond Phillips,Luis Valdez,6500000,54215416,8.340833231
Near Dark,Action,R,USA,F/M,0,1988,1987,94,0,0,7,27485,Adrian Pasdar,Kathryn Bigelow,5000000,3369307,0.6738614
Wings of Desire,Drama,PG-13,West Germany,Road Movies Filmproduktion,0,5/6/88,1987,128,1,0,8.1,51522,Bruno Ganz,Wim Wenders,0,3210139,inf
Less Than Zero,Crime,R,USA,Twentieth Century Fox Film Corporation,1,11/6/87,1987,98,0,0,6.4,15500,Andrew McCarthy,Marek Kanievska,0,12396383,inf
No Way Out,Action,R,USA,Orion Pictures,0,8/14/87,1987,114,0,0,7.1,28684,Kevin Costner,Roger Donaldson,15000000,35509515,2.367301
*batteries not included,Comedy,PG,USA,Universal Pictures,1,12/18/87,1987,106,0,0,6.6,25330,Hume Cronyn,Matthew Robbins,0,32945797,inf
Baby Boom,Comedy,PG,USA,United Artists,0,10/30/87,1987,110,0,0,6.1,11414,Diane Keaton,Charles Shyer,0,26712476,inf
Withnail & I,Comedy,R,UK,Cineplex-Odeon Films,0,6/19/87,1987,107,0,0,7.8,33285,Richard E. Grant,Bruce Robinson,0,1544889,inf
Flowers in the Attic,Drama,PG-13,USA,Fries Entertainment,0,11/20/87,1987,93,0,0,5.7,7993,Louise Fletcher,Jeffrey Bloom,0,15151736,inf
Broadcast News,Comedy,R,USA,Amercent Films,0,12/25/87,1987,133,1,0,7.2,22802,William Hurt,James L. Brooks,20000000,51249404,2.5624702
Túnel al infierno,Fantasy,PG-13,Canada,New Century Entertainment Corporation,0,5/15/87,1987,85,0,0,6,11435,Stephen Dorff,Tibor Takács,2500000,13539458,5.4157832
Superman IV: The Quest for Peace,Action,PG,UK,Cannon Films,0,7/24/87,1987,90,0,0,3.6,35866,Christopher Reeve,Sidney J. Furie,17000000,15681020,0.922412941
Creepshow 2,Comedy,R,USA,Laurel Entertainment Inc.,0,5/1/87,1987,92,0,0,6,17500,George Kennedy,Michael Gornick,3500000,14000000,4
Teen Wolf Too,Comedy,PG,USA,Atlantic Entertainment Group,0,11/20/87,1987,95,0,0,3.2,8905,Jason Bateman,Christopher Leitch,3000000,7888703,2.629567667
Roxanne,Comedy,PG,USA,Columbia Pictures Industries,0,6/19/87,1987,107,0,0,6.6,34794,Steve Martin,Fred Schepisi,12000000,40050884,3.337573667
The Secret of My Succe$s,Comedy,PG-13,USA,Rastar Pictures,0,4/10/87,1987,111,0,0,6.5,24685,Michael J. Fox,Herbert Ross,12000000,66995879,5.582989917
Dragnet,Comedy,PG-13,USA,Applied Action,0,6/26/87,1987,106,0,0,5.9,27387,Dan Aykroyd,Tom Mankiewicz,20000000,57387516,2.8693758
"Rita, Sue and Bob Too",Comedy,R,UK,British Screen Productions,0,5/29/87,1987,93,0,0,6.4,2747,Siobhan Finneran,Alan Clarke,0,124167,inf
Blind Date,Comedy,PG-13,USA,TriStar Pictures,0,3/27/87,1987,95,0,0,5.9,17903,Kim Basinger,Blake Edwards,18000000,39321715,2.184539722
House II: The Second Story,Comedy,PG-13,USA,New World Pictures,0,8/28/87,1987,88,0,0,5.4,8302,Arye Gross,Ethan Wiley,0,7800000,inf
Police Academy 4: Citizens on Patrol,Comedy,PG,USA,Warner Bros.,1,4/3/87,1987,88,0,0,4.8,33955,Steve Guttenberg,Jim Drake,0,28061343,inf
The Garbage Pail Kids Movie,Adventure,PG,USA,Atlantic Entertainment Group,0,8/22/87,1987,100,0,0,2.7,6348,Anthony Newley,Rod Amateau,1000000,1576615,1.576615
Throw Momma from the Train,Comedy,PG-13,USA,Orion Pictures,0,12/11/87,1987,88,0,0,6.2,28550,Danny DeVito,Danny DeVito,14000000,57915972,4.136855143
The Stepfather,Horror,R,UK,Incorporated Television Company (ITC),0,6/5/87,1987,89,0,0,6.8,9959,Terry O'Quinn,Joseph Ruben,0,2488740,inf
The Hidden,Action,R,USA,Heron Communications,0,10/30/87,1987,96,0,0,7,13878,Kyle MacLachlan,Jack Sholder,0,9747988,inf
Amazon Women on the Moon,Comedy,R,USA,Universal Pictures,1,9/18/87,1987,85,0,0,6.2,8755,Rosanna Arquette,Joe Dante,0,548696,inf
Barfly,Comedy,R,USA,Golan-Globus Productions,0,10/16/87,1987,100,0,0,7.3,15647,Mickey Rourke,Barbet Schroeder,3000000,3221568,1.073856
Three O'Clock High,Comedy,PG-13,USA,Universal Pictures,1,10/9/87,1987,97,0,0,7.2,8970,Casey Siemaszko,Phil Joanou,6000000,3685862,0.614310333
Babette's Feast,Comedy,G,Denmark,Panorama Film A/S,0,3/4/88,1987,102,0,0,7.8,14838,Stéphane Audran,Gabriel Axel,0,4398938,inf
The Believers,Crime,R,USA,Orion Pictures,0,6/10/87,1987,114,0,0,6.1,4900,Martin Sheen,John Schlesinger,0,18753438,inf
The Pick-up Artist,Comedy,PG-13,USA,Amercent Films,0,9/18/87,1987,81,0,0,5.2,5348,Molly Ringwald,James Toback,15000000,13290368,0.886024533
Radio Days,Comedy,PG,USA,Orion Pictures,0,1/30/87,1987,88,0,0,7.6,26467,Mia Farrow,Woody Allen,16000000,14792779,0.924548688
Aria,Comedy,R,UK,Lightyear Entertainment,0,10/30/87,1987,90,0,0,5.8,2243,John Hurt,Robert Altman,0,1028679,inf
Ernest Goes to Camp,Comedy,PG,USA,Emshell Producers,0,5/22/87,1987,92,0,0,5.5,9526,Jim Varney,John R. Cherry III,3000000,23509382,7.836460667
Au Revoir les Enfants,Drama,PG,France,Nouvelles Éditions de Films (NEF),0,2/12/88,1987,104,0,0,8,25969,Gaspard Manesse,Louis Malle,0,4542825,inf
Someone to Watch Over Me,Crime,R,USA,Columbia Pictures Corporation,1,10/9/87,1987,106,0,0,6.1,7854,Tom Berenger,Ridley Scott,17000000,10278549,0.604620529
Who's That Girl,Comedy,PG,USA,"Guber-Peters Company, The",0,8/7/87,1987,92,0,0,4.7,8125,Madonna,James Foley,0,7305209,inf
Cry Freedom,Biography,PG,UK,Universal Pictures,1,11/6/87,1987,157,1,0,7.5,10692,Denzel Washington,Richard Attenborough,29000000,5899797,0.203441276
The Fourth Protocol,Thriller,R,UK,Fourth Protocol,0,8/28/87,1987,119,0,0,6.5,7532,Michael Caine,John Mackenzie,6000000,12423831,2.0706385
Ironweed,Drama,R,USA,Home Box Office (HBO),0,2/12/88,1987,143,1,0,6.8,6874,Jack Nicholson,Hector Babenco,27000000,7393346,0.27382763
Black Widow,Crime,R,USA,Amercent Films,0,2/6/87,1987,102,0,0,6.3,7132,Debra Winger,Bob Rafelson,0,25205460,inf
Stakeout,Action,R,USA,Touchstone Pictures,0,8/5/87,1987,117,0,0,6.6,20039,Richard Dreyfuss,John Badham,0,65673233,inf
Like Father Like Son,Comedy,PG-13,USA,Imagine Films Entertainment,0,10/2/87,1987,96,0,0,5.1,4817,Dudley Moore,Rod Daniel,0,34377585,inf
Bagdad Cafe,Comedy,PG,West Germany,Pelemele Film,0,4/22/88,1987,95,0,0,7.5,10255,Marianne Sägebrecht,Percy Adlon,0,3587303,inf
Shy People,Drama,R,USA,Cannon Group,0,3/11/88,1987,100,0,0,6.9,940,Jill Clayburgh,Andrey Konchalovskiy,0,769119,inf
Revenge of the Nerds II: Nerds in Paradise,Comedy,PG-13,USA,Twentieth Century Fox Film Corporation,1,7/10/87,1987,88,0,0,4.9,11444,Robert Carradine,Joe Roth,0,30063289,inf
Prom Night II,Horror,R,Canada,Simcom Limited,0,11/13/87,1987,97,0,0,5.6,3440,Lisa Schrage,Bruce Pittman,0,2683519,inf
Death Wish 4: The Crackdown,Action,R,USA,Cannon Group,0,11/6/87,1987,99,0,0,5.3,6770,Charles Bronson,J. Lee Thompson,5000000,6880310,1.376062
Project X,Comedy,PG,USA,Amercent Films,0,4/17/87,1987,108,0,0,6.1,8879,Matthew Broderick,Jonathan Kaplan,18000000,18532286,1.029571444
North Shore,Action,PG,USA,Finnegan/Pinchuk Productions,0,8/14/87,1987,96,0,0,6.5,1903,Matt Adler,William Phelps,0,3832228,inf
Man on Fire,Action,R,France,7 Films Cinéma,0,9/4/87,1987,87,0,0,5.9,1340,Scott Glenn,Élie Chouraqui,0,519596,inf
The Barbarians,Fantasy,R,USA,Cannon Films,0,3/20/87,1987,87,0,0,4.9,2538,David Paul,Ruggero Deodato,4000000,800000,0.2
Ishtar,Action,PG-13,USA,Columbia Pictures Corporation,1,5/15/87,1987,107,0,0,4.2,9094,Warren Beatty,Elaine May,55000000,14375181,0.261366927
Hollywood Shuffle,Comedy,R,USA,Conquering Unicorn,0,3/20/87,1987,78,0,0,7,3009,Robert Townsend,Robert Townsend,100000,5228617,52.28617
Hunk,Comedy,PG,USA,Marimark Productions,0,3/6/87,1987,102,0,0,4.6,1042,John Allen Nelson,Lawrence Bassoff,0,1749956,inf
House of Games,Crime,R,USA,Filmhaus,0,10/14/87,1987,102,0,0,7.3,17508,Lindsay Crouse,David Mamet,0,2585639,inf
No Man's Land,Crime,R,USA,Not specified,0,10/23/87,1987,100,0,0,6.1,3297,Charlie Sheen,Peter Werner,0,2877571,inf
The Curse,Sci-Fi,R,USA,Trans World Entertainment (TWE),0,9/11/87,1987,92,0,0,4.9,1762,Wil Wheaton,David Keith,0,1930001,inf
Suspect,Crime,R,USA,TriStar Pictures,0,10/23/87,1987,121,1,0,6.6,7506,Cher,Peter Yates,0,18782400,inf
The Principal,Action,R,USA,TriStar Pictures,0,9/18/87,1987,109,0,0,6.2,7311,Jim Belushi,Christopher Cain,0,19734940,inf
Hope and Glory,Comedy,PG-13,UK,Columbia Pictures Corporation,1,2/19/88,1987,113,0,0,7.4,10291,Sarah Miles,John Boorman,0,10021120,inf
Outrageous Fortune,Comedy,R,USA,Touchstone Pictures,0,1/30/87,1987,99,0,0,6.1,6123,Shelley Long,Arthur Hiller,0,52864741,inf
Extreme Prejudice,Action,R,USA,Carolco Entertainment,0,4/24/87,1987,96,0,0,6.6,4924,Nick Nolte,Walter Hill,22000000,11307844,0.513992909
American Ninja 2: The Confrontation,Action,R,USA,Cannon Group,0,5/1/87,1987,90,0,0,4.8,6565,Michael Dudikoff,Sam Firstenberg,350000,4000000,11.42857143
Matewan,Drama,PG-13,USA,Cinecom Entertainment Group,0,6/30/88,1987,135,1,0,7.9,6198,Chris Cooper,John Sayles,4000000,1680358,0.4200895
Three for the Road,Drama,PG,USA,Vista Organization,0,5/5/88,1987,88,0,0,5.3,813,Charlie Sheen,Bill Norton,0,1539000,inf
Leonard Part 6,Action,PG,USA,Columbia Pictures,0,12/18/87,1987,85,0,0,2.2,7387,Bill Cosby,Paul Weiland,24000000,4916871,0.204869625
Street Smart,Crime,R,USA,Golan-Globus Productions,0,3/20/87,1987,97,0,0,6.4,2096,Christopher Reeve,Jerry Schatzberg,5000000,1119112,0.2238224
Prick Up Your Ears,Biography,R,UK,Zenith Entertainment,0,5/8/87,1987,105,0,0,7.4,4799,Gary Oldman,Stephen Frears,0,1654743,inf
The Sicilian,Action,R,USA,Gladden Entertainment,0,10/23/87,1987,115,0,0,5.3,3889,Christopher Lambert,Michael Cimino,9000000,5406879,0.600764333
Born in East L.A.,Comedy,R,USA,Clear Type,0,8/21/87,1987,85,0,0,5.9,4648,Cheech Marin,Cheech Marin,0,17355263,inf
Light of Day,Drama,PG-13,USA,TAFT Entertainment Pictures,0,2/6/87,1987,107,0,0,5.5,2101,Michael J. Fox,Paul Schrader,0,10489617,inf
Pelle the Conqueror,Drama,PG-13,Denmark,Per Holst Filmproduktion,0,12/21/88,1987,157,1,0,7.9,8321,Pelle Hvenegaard,Bille August,0,2053931,inf
Return to Horror High,Comedy,R,USA,Balcor Film Investors,0,2/20/87,1987,95,0,0,4.2,2337,Lori Lethin,Bill Froehlich,0,1189709,inf
Back to the Beach,Comedy,PG,USA,Paramount Pictures,1,8/7/87,1987,92,0,0,5.8,2332,Frankie Avalon,Lyndall Hobbs,0,13110903,inf
Nightflyers,Horror,R,USA,Vista Organization,0,4/7/88,1987,89,0,0,4,796,Catherine Mary Stewart,Robert Collector,0,1149470,inf
